Tool ,Cutting speed (V),Feed (F),Depth of Cut (D),a,(F) ^ a,b,(D) ^ b,V * Fa * Db,RHS,n,1/n,Tool Life (min),Tool failure (min)
4518,1200,0.19,0.29,0.6,0.369191897,0.15,0.830538367,367.9536423,2.750346467,0.33,3.03030303,21.45245445,21
4519,1100,0.2,0.31,0.6,0.380730788,0.15,0.838888526,351.3297581,2.880484721,0.33,3.03030303,24.67856636,22.54
4520,900,0.14,0.21,0.6,0.30738086,0.15,0.791284929,218.9032579,4.623046774,0.33,3.03030303,103.4985355,96.14
4521,1000,0.13,0.27,0.6,0.294012647,0.15,0.821683497,241.5853396,4.188995912,0.33,3.03030303,76.76824738,72.16
4522,800,0.12,0.21,0.6,0.280226206,0.15,0.791284929,177.3910191,5.704911133,0.33,3.03030303,195.7326535,187.14
4523,1100,0.19,0.2,0.6,0.369191897,0.15,0.78551503,319.0063625,3.17235052,0.33,3.03030303,33.06258995,26.12
4524,800,0.17,0.3,0.6,0.345357867,0.15,0.834772605,230.6362287,4.387862243,0.33,3.03030303,88.35297246,79.95
4525,700,0.15,0.26,0.6,0.32037215,0.15,0.817045048,183.230935,5.523084845,0.33,3.03030303,177.433451,174.17
4526,800,0.13,0.26,0.6,0.294012647,0.15,0.817045048,192.1772616,5.265971592,0.33,3.03030303,153.5672195,147.05
4527,700,0.19,0.27,0.6,0.369191897,0.15,0.821683497,212.3512223,4.765689544,0.33,3.03030303,113.4818761,104.93
4528,1200,0.13,0.3,0.6,0.294012647,0.15,0.834772605,294.5204434,3.436094243,0.33,3.03030303,42.1152707,41.48
4529,800,0.1,0.19,0.6,0.251188643,0.15,0.779494473,156.6401272,6.460668911,0.33,3.03030303,285.3555471,280.36
4530,1200,0.15,0.29,0.6,0.32037215,0.15,0.830538367,319.2976345,3.169456615,0.33,3.03030303,32.97127882,30.94
4531,700,0.12,0.29,0.6,0.280226206,0.15,0.830538367,162.9170312,6.211750808,0.33,3.03030303,253.3254741,250.73
4532,1100,0.11,0.28,0.6,0.265971811,0.15,0.826178149,241.7141089,4.186764292,0.33,3.03030303,76.64438399,72.42
4533,700,0.12,0.27,0.6,0.280226206,0.15,0.821683497,161.1800745,6.278691724,0.33,3.03030303,261.6889195,258.8
4534,900,0.15,0.21,0.6,0.32037215,0.15,0.791284929,228.1550884,4.435579355,0.33,3.03030303,91.2968128,89.56
4535,1100,0.16,0.3,0.6,0.333021283,0.15,0.834772605,305.7967483,3.309387709,0.33,3.03030303,37.58312405,30.67
4536,1200,0.14,0.22,0.6,0.30738086,0.15,0.796825827,293.9148096,3.443174576,0.33,3.03030303,42.37879609,42.34
4537,900,0.17,0.29,0.6,0.345357867,0.15,0.830538367,258.1496627,3.920206555,0.33,3.03030303,62.79223057,55.95
4538,1200,0.17,0.29,0.6,0.345357867,0.15,0.830538367,344.1995503,2.940154916,0.33,3.03030303,26.26054159,20.59
4539,1000,0.1,0.27,0.6,0.251188643,0.15,0.821683497,206.3975628,4.903158673,0.33,3.03030303,123.6947756,123.1
4540,900,0.18,0.22,0.6,0.357407369,0.15,0.796825827,256.3122804,3.948308673,0.33,3.03030303,64.16620541,55.1
4541,1100,0.15,0.27,0.6,0.32037215,0.15,0.821683497,289.5689593,3.494849733,0.33,3.03030303,44.33564718,35.15
4542,900,0.18,0.28,0.6,0.357407369,0.15,0.826178149,265.7539432,3.808033807,0.33,3.03030303,57.50417534,48.46
4543,700,0.2,0.3,0.6,0.380730788,0.15,0.834772605,222.476542,4.548794182,0.33,3.03030303,98.54284846,97.92
4544,900,0.11,0.2,0.6,0.265971811,0.15,0.78551503,188.0323699,5.382052039,0.33,3.03030303,164.056565,159.24
4545,900,0.11,0.3,0.6,0.265971811,0.15,0.834772605,199.8233837,5.064472343,0.33,3.03030303,136.4432742,131.37
4546,800,0.1,0.27,0.6,0.251188643,0.15,0.821683497,165.1180502,6.128948342,0.33,3.03030303,243.2305172,240.69
4547,700,0.19,0.28,0.6,0.369191897,0.15,0.826178149,213.5127948,4.739762791,0.33,3.03030303,111.6213561,107.48
4548,1000,0.13,0.23,0.6,0.294012647,0.15,0.802156626,235.8441926,4.290968493,0.33,3.03030303,82.57228832,72.73
4549,1100,0.16,0.19,0.6,0.333021283,0.15,0.779494473,285.5470744,3.544074133,0.33,3.03030303,46.25513925,41.8
4550,700,0.11,0.22,0.6,0.265971811,0.15,0.796825827,148.353246,6.821556166,0.33,3.03030303,336.449257,326.55
4551,1200,0.14,0.22,0.6,0.30738086,0.15,0.796825827,293.9148096,3.443174576,0.33,3.03030303,42.37879609,36.13
4552,1200,0.1,0.22,0.6,0.251188643,0.15,0.796825827,240.184318,4.213430788,0.33,3.03030303,78.13326135,70.75
4553,1200,0.1,0.23,0.6,0.251188643,0.15,0.802156626,241.7911615,4.185430079,0.33,3.03030303,76.57039403,70.54
4554,800,0.16,0.31,0.6,0.333021283,0.15,0.838888526,223.4941864,4.528081988,0.33,3.03030303,97.18943018,94.46
4555,900,0.11,0.29,0.6,0.265971811,0.15,0.830538367,198.8098146,5.090291957,0.33,3.03030303,138.5621208,130.36
4556,700,0.16,0.23,0.6,0.333021283,0.15,0.802156626,186.9946602,5.411919244,0.33,3.03030303,166.8309756,160.73
4557,800,0.19,0.27,0.6,0.369191897,0.15,0.821683497,242.6871112,4.169978351,0.33,3.03030303,75.71698883,69.93
4558,1200,0.14,0.3,0.6,0.30738086,0.15,0.834772605,307.9117455,3.286656046,0.33,3.03030303,36.80628549,31.71
4559,1100,0.11,0.28,0.6,0.265971811,0.15,0.826178149,241.7141089,4.186764292,0.33,3.03030303,76.64438399,69.81
4560,1100,0.14,0.29,0.6,0.30738086,0.15,0.830538367,280.8207573,3.603722209,0.33,3.03030303,48.65474161,45.67
4561,1000,0.1,0.19,0.6,0.251188643,0.15,0.779494473,195.800159,5.168535129,0.33,3.03030303,145.1174416,144.14
4562,1000,0.11,0.27,0.6,0.265971811,0.15,0.821683497,218.5446482,4.630632727,0.33,3.03030303,104.0140315,97.7
4563,1000,0.1,0.24,0.6,0.251188643,0.15,0.807293929,202.7830665,4.99055477,0.33,3.03030303,130.4975938,123.84
4564,1200,0.15,0.28,0.6,0.32037215,0.15,0.826178149,317.6213638,3.186183662,0.33,3.03030303,33.50140719,33.22
4565,1200,0.11,0.19,0.6,0.265971811,0.15,0.779494473,248.7882684,4.06771592,0.33,3.03030303,70.22908592,61.11
4566,800,0.18,0.2,0.6,0.357407369,0.15,0.78551503,224.5990885,4.505806354,0.33,3.03030303,95.74781189,89.9
4567,1000,0.14,0.29,0.6,0.30738086,0.15,0.830538367,255.2915976,3.96409443,0.33,3.03030303,64.94676889,61.14
4568,1100,0.12,0.31,0.6,0.280226206,0.15,0.838888526,258.5864041,3.913585494,0.33,3.03030303,62.47140735,56.62
4569,1100,0.19,0.2,0.6,0.369191897,0.15,0.78551503,319.0063625,3.17235052,0.33,3.03030303,33.06258995,28.7
4570,1200,0.19,0.21,0.6,0.369191897,0.15,0.791284929,350.5631809,2.886783482,0.33,3.03030303,24.84245895,19.3
4571,1200,0.12,0.31,0.6,0.280226206,0.15,0.838888526,282.094259,3.58745337,0.33,3.03030303,47.99218237,46.71
4572,900,0.1,0.29,0.6,0.251188643,0.15,0.830538367,187.759625,5.389870161,0.33,3.03030303,164.7797917,156.91
4573,700,0.15,0.29,0.6,0.32037215,0.15,0.830538367,186.2569535,5.433354197,0.33,3.03030303,168.8413595,164.78
4574,1200,0.19,0.27,0.6,0.369191897,0.15,0.821683497,364.0306669,2.779985568,0.33,3.03030303,22.16069918,18.02
4575,900,0.18,0.21,0.6,0.357407369,0.15,0.791284929,254.5299585,3.975956331,0.33,3.03030303,65.53747643,62.99
4576,1200,0.14,0.24,0.6,0.30738086,0.15,0.807293929,297.7760425,3.398527268,0.33,3.03030303,40.73540104,31.06
4577,1000,0.14,0.28,0.6,0.30738086,0.15,0.826178149,253.9513501,3.985015238,0.33,3.03030303,65.99101485,58.29
4578,900,0.11,0.21,0.6,0.265971811,0.15,0.791284929,189.4135374,5.342807141,0.33,3.03030303,160.4582733,159.78
4579,1200,0.2,0.28,0.6,0.380730788,0.15,0.826178149,377.4617492,2.681066365,0.33,3.03030303,19.85645474,13.53
4580,1000,0.13,0.25,0.6,0.294012647,0.15,0.812252396,238.8124767,4.23763454,0.33,3.03030303,79.50130212,72.82
4581,1200,0.15,0.31,0.6,0.32037215,0.15,0.838888526,322.5078244,3.137908365,0.33,3.03030303,31.98677648,28.56
4582,700,0.2,0.3,0.6,0.380730788,0.15,0.834772605,222.476542,4.548794182,0.33,3.03030303,98.54284846,95.44
4583,1200,0.18,0.29,0.6,0.357407369,0.15,0.830538367,356.2086396,2.841031596,0.33,3.03030303,23.66845394,16.41
4584,700,0.12,0.26,0.6,0.280226206,0.15,0.817045048,160.270204,6.314336505,0.33,3.03030303,266.2168395,258.89
4585,1100,0.19,0.28,0.6,0.369191897,0.15,0.826178149,335.5201061,3.016212685,0.33,3.03030303,28.37363885,18.54
4586,900,0.15,0.31,0.6,0.32037215,0.15,0.838888526,241.8808683,4.18387782,0.33,3.03030303,76.48437246,68.46
4587,900,0.11,0.26,0.6,0.265971811,0.15,0.817045048,195.5798563,5.174357007,0.33,3.03030303,145.6133459,141.09
4588,900,0.13,0.22,0.6,0.294012647,0.15,0.796825827,210.8491832,4.799639177,0.33,3.03030303,115.949386,112.03
4589,1200,0.13,0.19,0.6,0.294012647,0.15,0.779494473,275.0174795,3.679766107,0.33,3.03030303,51.8330437,44.97
4590,700,0.12,0.25,0.6,0.280226206,0.15,0.812252396,159.3300854,6.351593909,0.33,3.03030303,271.0054035,265.03
4591,800,0.1,0.21,0.6,0.251188643,0.15,0.791284929,159.0094302,6.364402407,0.33,3.03030303,272.6648691,267.33
4592,800,0.15,0.31,0.6,0.32037215,0.15,0.838888526,215.0052163,4.706862548,0.33,3.03030303,109.2899813,106.11
4593,700,0.18,0.31,0.6,0.357407369,0.15,0.838888526,209.8774588,4.821861317,0.33,3.03030303,117.5838355,108.95
4594,1000,0.11,0.24,0.6,0.265971811,0.15,0.807293929,214.7174285,4.713171199,0.33,3.03030303,109.7344715,109.16
4595,900,0.11,0.19,0.6,0.265971811,0.15,0.779494473,186.5912013,5.423621227,0.33,3.03030303,167.9265045,166.91
4596,1100,0.17,0.23,0.6,0.345357867,0.15,0.802156626,304.7342112,3.320926771,0.33,3.03030303,37.98163305,28.58
4597,1100,0.15,0.2,0.6,0.32037215,0.15,0.78551503,276.8228528,3.655767542,0.33,3.03030303,50.81543813,45.98
4598,1100,0.18,0.19,0.6,0.357407369,0.15,0.779494473,306.456776,3.302260153,0.33,3.03030303,37.33837443,34.43
4599,1100,0.11,0.22,0.6,0.265971811,0.15,0.796825827,233.1265294,4.340990287,0.33,3.03030303,85.52386426,82.56
4600,1000,0.13,0.26,0.6,0.294012647,0.15,0.817045048,240.2215769,4.212777274,0.33,3.03030303,78.0965439,69.57
4601,1200,0.15,0.22,0.6,0.32037215,0.15,0.796825827,306.3369638,3.303551708,0.33,3.03030303,37.38264504,31.71
4602,1000,0.2,0.25,0.6,0.380730788,0.15,0.812252396,309.2494947,3.272438653,0.33,3.03030303,36.32592722,31.62
4603,900,0.14,0.2,0.6,0.30738086,0.15,0.78551503,217.307057,4.657004765,0.33,3.03030303,105.8194997,100.67
4604,900,0.14,0.23,0.6,0.30738086,0.15,0.802156626,221.9108343,4.560390227,0.33,3.03030303,99.30606573,96.86
4605,1000,0.18,0.2,0.6,0.357407369,0.15,0.78551503,280.7488606,3.604645083,0.33,3.03030303,48.69250884,43.99
4606,900,0.15,0.29,0.6,0.32037215,0.15,0.830538367,239.4732259,4.225942153,0.33,3.03030303,78.83844035,76.25
4607,700,0.1,0.29,0.6,0.251188643,0.15,0.830538367,146.0352639,6.929833064,0.33,3.03030303,352.8943995,349.03
4608,1000,0.19,0.3,0.6,0.369191897,0.15,0.834772605,308.1912816,3.283674979,0.33,3.03030303,36.70521471,30.68
4609,1100,0.17,0.3,0.6,0.345357867,0.15,0.834772605,317.1248145,3.191172541,0.33,3.03030303,33.66061757,32.87
4610,900,0.18,0.31,0.6,0.357407369,0.15,0.838888526,269.8424471,3.75033658,0.33,3.03030303,54.9043565,53.29
4611,1000,0.15,0.21,0.6,0.32037215,0.15,0.791284929,253.5056538,3.992021419,0.33,3.03030303,66.34322118,57.37
4612,1000,0.19,0.21,0.6,0.369191897,0.15,0.791284929,292.135984,3.464140179,0.33,3.03030303,43.16559689,41.33
4613,900,0.1,0.27,0.6,0.251188643,0.15,0.821683497,185.7578065,5.447954082,0.33,3.03030303,170.2199347,163.25
4614,1200,0.18,0.22,0.6,0.357407369,0.15,0.796825827,341.7497073,2.961231505,0.33,3.03030303,26.83515605,24.59
4615,1100,0.18,0.3,0.6,0.357407369,0.15,0.834772605,328.1892689,3.083586503,0.33,3.03030303,30.3380939,26.16
4616,1000,0.14,0.25,0.6,0.30738086,0.15,0.812252396,249.6708402,4.053336783,0.33,3.03030303,69.47949221,63.59
4617,800,0.19,0.23,0.6,0.369191897,0.15,0.802156626,236.9197812,4.271487989,0.33,3.03030303,81.44154968,79.23
4618,1100,0.2,0.19,0.6,0.380730788,0.15,0.779494473,326.4552992,3.099964995,0.33,3.03030303,30.82903772,23.28
4619,1000,0.15,0.22,0.6,0.32037215,0.15,0.796825827,255.2808032,3.96426205,0.33,3.03030303,64.95509119,61.15
4620,1100,0.18,0.3,0.6,0.357407369,0.15,0.834772605,328.1892689,3.083586503,0.33,3.03030303,30.3380939,29.86
4621,1200,0.17,0.28,0.6,0.345357867,0.15,0.826178149,342.3925477,2.955671806,0.33,3.03030303,26.68277144,21.55
4622,1000,0.12,0.21,0.6,0.280226206,0.15,0.791284929,221.7387739,4.563928906,0.33,3.03030303,99.53975736,95.72
4623,1000,0.18,0.19,0.6,0.357407369,0.15,0.779494473,278.5970691,3.632486168,0.33,3.03030303,49.84111917,41.3
4624,1200,0.12,0.24,0.6,0.280226206,0.15,0.807293929,271.4698981,3.727853464,0.33,3.03030303,53.9129917,45.97
4625,800,0.17,0.28,0.6,0.345357867,0.15,0.826178149,228.2616985,4.433507709,0.33,3.03030303,91.16766087,83.63
4626,1100,0.18,0.26,0.6,0.357407369,0.15,0.817045048,321.2197135,3.150491572,0.33,3.03030303,32.37705475,26.7
4627,800,0.11,0.22,0.6,0.265971811,0.15,0.796825827,169.5465669,5.968861645,0.33,3.03030303,224.4845213,215.39
4628,1000,0.18,0.27,0.6,0.357407369,0.15,0.821683497,293.6757372,3.445977558,0.33,3.03030303,42.48342574,40.37
4629,700,0.19,0.28,0.6,0.369191897,0.15,0.826178149,213.5127948,4.739762791,0.33,3.03030303,111.6213561,103.01
4630,700,0.13,0.31,0.6,0.294012647,0.15,0.838888526,172.6506849,5.861546398,0.33,3.03030303,212.47592,211.55
4631,800,0.2,0.24,0.6,0.380730788,0.15,0.807293929,245.8893227,4.115672812,0.33,3.03030303,72.7682524,71.2
4632,1200,0.14,0.31,0.6,0.30738086,0.15,0.838888526,309.4299317,3.270530405,0.33,3.03030303,36.26177539,31.01
4633,900,0.18,0.25,0.6,0.357407369,0.15,0.812252396,261.2744931,3.873321073,0.33,3.03030303,60.54401363,50.85
4634,700,0.2,0.22,0.6,0.380730788,0.15,0.796825827,212.3632874,4.765418791,0.33,3.03030303,113.4623401,113.21
4635,1100,0.1,0.2,0.6,0.251188643,0.15,0.78551503,217.0437001,4.662655491,0.33,3.03030303,106.2090685,103.21
4636,700,0.12,0.19,0.6,0.280226206,0.15,0.779494473,152.9043454,6.618516939,0.33,3.03030303,307.0107553,304.16
4637,700,0.1,0.19,0.6,0.251188643,0.15,0.779494473,137.0601113,7.383621612,0.33,3.03030303,427.6805422,427.37
4638,1100,0.1,0.24,0.6,0.251188643,0.15,0.807293929,223.0613732,4.536867973,0.33,3.03030303,97.76201053,94.54
4639,800,0.12,0.3,0.6,0.280226206,0.15,0.834772605,187.1401283,5.407712442,0.33,3.03030303,166.4383118,157.64
4640,900,0.2,0.31,0.6,0.380730788,0.15,0.838888526,287.4516202,3.520592436,0.33,3.03030303,45.33267727,45.08
4641,900,0.14,0.24,0.6,0.30738086,0.15,0.807293929,223.3320318,4.53136969,0.33,3.03030303,97.40342505,95.68
4642,1200,0.19,0.3,0.6,0.369191897,0.15,0.834772605,369.8295379,2.736395816,0.33,3.03030303,21.12441053,11.45
4643,900,0.17,0.3,0.6,0.345357867,0.15,0.834772605,259.4657573,3.900321994,0.33,3.03030303,61.83203232,56.8
4644,1100,0.13,0.29,0.6,0.294012647,0.15,0.830538367,268.6076617,3.76757682,0.33,3.03030303,55.67276313,47.86
4645,800,0.17,0.19,0.6,0.345357867,0.15,0.779494473,215.3636385,4.699029079,0.33,3.03030303,108.7397375,108.46
4646,1100,0.12,0.31,0.6,0.280226206,0.15,0.838888526,258.5864041,3.913585494,0.33,3.03030303,62.47140735,57.9
4647,1200,0.19,0.19,0.6,0.369191897,0.15,0.779494473,345.3396518,2.930448313,0.33,3.03030303,25.99870489,22.82
4648,1100,0.15,0.25,0.6,0.32037215,0.15,0.812252396,286.245351,3.535428598,0.33,3.03030303,45.91405694,38.67
4649,800,0.12,0.24,0.6,0.280226206,0.15,0.807293929,180.9799321,5.591780196,0.33,3.03030303,184.2058032,176.45
4650,800,0.14,0.25,0.6,0.30738086,0.15,0.812252396,199.7366721,5.066670978,0.33,3.03030303,136.6228504,129.37
4651,1100,0.18,0.23,0.6,0.357407369,0.15,0.802156626,315.3663587,3.208966246,0.33,3.03030303,34.23259682,29.74
4652,800,0.15,0.27,0.6,0.32037215,0.15,0.821683497,210.5956067,4.805418383,0.33,3.03030303,116.3729752,110.54
4653,1100,0.12,0.24,0.6,0.280226206,0.15,0.807293929,248.8474066,4.066749233,0.33,3.03030303,70.17852283,69.31
4654,1000,0.12,0.27,0.6,0.280226206,0.15,0.821683497,230.2572493,4.395084207,0.33,3.03030303,88.79437512,79.97
4655,900,0.12,0.2,0.6,0.280226206,0.15,0.78551503,198.1097073,5.108280728,0.33,3.03030303,140.0512985,130.21
4656,1100,0.13,0.23,0.6,0.294012647,0.15,0.802156626,259.4286119,3.900880449,0.33,3.03030303,61.85886413,54.55
4657,800,0.18,0.28,0.6,0.357407369,0.15,0.826178149,236.2257273,4.284038033,0.33,3.03030303,82.16881493,77.67
4658,700,0.16,0.22,0.6,0.333021283,0.15,0.796825827,185.7519714,5.448125219,0.33,3.03030303,170.2361386,162.95
4659,1200,0.17,0.28,0.6,0.345357867,0.15,0.826178149,342.3925477,2.955671806,0.33,3.03030303,26.68277144,25.24
4660,800,0.13,0.22,0.6,0.294012647,0.15,0.796825827,187.4214962,5.399594074,0.33,3.03030303,165.6822932,156.37
4661,1100,0.16,0.3,0.6,0.333021283,0.15,0.834772605,305.7967483,3.309387709,0.33,3.03030303,37.58312405,35.36
4662,1000,0.15,0.21,0.6,0.32037215,0.15,0.791284929,253.5056538,3.992021419,0.33,3.03030303,66.34322118,61.43
4663,800,0.13,0.22,0.6,0.294012647,0.15,0.796825827,187.4214962,5.399594074,0.33,3.03030303,165.6822932,161.62
4664,1000,0.17,0.28,0.6,0.345357867,0.15,0.826178149,285.3271231,3.546806167,0.33,3.03030303,46.363275,43.22
4665,800,0.18,0.31,0.6,0.357407369,0.15,0.838888526,239.8599529,4.219128652,0.33,3.03030303,78.45388412,69.67
4666,700,0.14,0.19,0.6,0.30738086,0.15,0.779494473,167.721177,6.033823622,0.33,3.03030303,231.9701773,223.7
4667,800,0.12,0.27,0.6,0.280226206,0.15,0.821683497,184.2057995,5.493855258,0.33,3.03030303,174.6031849,169.04
4668,1100,0.16,0.21,0.6,0.333021283,0.15,0.791284929,289.8661945,3.491266036,0.33,3.03030303,44.19802459,36.37
4669,1000,0.16,0.26,0.6,0.333021283,0.15,0.817045048,272.0933902,3.719311224,0.33,3.03030303,53.53949928,53.44
4670,1200,0.17,0.3,0.6,0.345357867,0.15,0.834772605,345.9543431,2.925241496,0.33,3.03030303,25.85897398,23.01
4671,1100,0.15,0.28,0.6,0.32037215,0.15,0.826178149,291.1529168,3.475836722,0.33,3.03030303,43.60877026,40.13
4672,1200,0.12,0.25,0.6,0.280226206,0.15,0.812252396,273.1372893,3.705096447,0.33,3.03030303,52.92183588,51.77
4673,900,0.2,0.24,0.6,0.380730788,0.15,0.807293929,276.625488,3.658375833,0.33,3.03030303,50.92538268,46.39
4674,1100,0.14,0.27,0.6,0.30738086,0.15,0.821683497,277.8267581,3.642557711,0.33,3.03030303,50.26105963,47.33
4675,1000,0.13,0.26,0.6,0.294012647,0.15,0.817045048,240.2215769,4.212777274,0.33,3.03030303,78.0965439,73.39
4676,800,0.15,0.27,0.6,0.32037215,0.15,0.821683497,210.5956067,4.805418383,0.33,3.03030303,116.3729752,112.5
4677,900,0.14,0.29,0.6,0.30738086,0.15,0.830538367,229.7624378,4.404549367,0.33,3.03030303,89.37511467,80.92
4678,800,0.19,0.3,0.6,0.369191897,0.15,0.834772605,246.5530253,4.104593724,0.33,3.03030303,72.17627674,71.35
4679,1100,0.15,0.25,0.6,0.32037215,0.15,0.812252396,286.245351,3.535428598,0.33,3.03030303,45.91405694,43.25
4680,800,0.18,0.22,0.6,0.357407369,0.15,0.796825827,227.8331382,4.441847258,0.33,3.03030303,91.68831699,89.63
4681,1000,0.14,0.31,0.6,0.30738086,0.15,0.838888526,257.8582765,3.924636486,0.33,3.03030303,63.00749787,57.3
4682,700,0.18,0.25,0.6,0.357407369,0.15,0.812252396,203.2134946,4.979984237,0.33,3.03030303,129.6617935,129.11
4683,900,0.12,0.26,0.6,0.280226206,0.15,0.817045048,206.0616909,4.911150615,0.33,3.03030303,124.3067485,120.1
4684,1100,0.11,0.3,0.6,0.265971811,0.15,0.834772605,244.22858,4.143659189,0.33,3.03030303,74.27808373,72.15
4685,900,0.18,0.3,0.6,0.357407369,0.15,0.834772605,268.5184927,3.768827948,0.33,3.03030303,55.72880528,49.58
4686,800,0.1,0.25,0.6,0.251188643,0.15,0.812252396,163.2228619,6.20011185,0.33,3.03030303,251.8898568,242.08
4687,1000,0.19,0.27,0.6,0.369191897,0.15,0.821683497,303.358889,3.335982681,0.33,3.03030303,38.50584233,32.98
4688,1100,0.13,0.24,0.6,0.294012647,0.15,0.807293929,261.0900869,3.876056774,0.33,3.03030303,60.67368787,54.71
4689,700,0.12,0.28,0.6,0.280226206,0.15,0.826178149,162.0617381,6.244533793,0.33,3.03030303,257.3985652,251.52
4690,700,0.2,0.31,0.6,0.380730788,0.15,0.838888526,223.5734824,4.52647599,0.33,3.03030303,97.08501117,94.71
4691,700,0.1,0.26,0.6,0.251188643,0.15,0.817045048,143.6627059,7.04427773,0.33,3.03030303,370.8526828,361.79
4692,1100,0.19,0.19,0.6,0.369191897,0.15,0.779494473,316.5613475,3.196852705,0.33,3.03030303,33.84250525,27.03
4693,800,0.15,0.24,0.6,0.32037215,0.15,0.807293929,206.9075931,4.891072313,0.33,3.03030303,122.7731177,116.27
4694,800,0.13,0.25,0.6,0.294012647,0.15,0.812252396,191.0499814,5.297043175,0.33,3.03030303,156.3295033,146.66
4695,1200,0.17,0.24,0.6,0.345357867,0.15,0.807293929,334.5663706,3.024810886,0.33,3.03030303,28.61945077,27.27
4696,1100,0.18,0.3,0.6,0.357407369,0.15,0.834772605,328.1892689,3.083586503,0.33,3.03030303,30.3380939,29.03
4697,1200,0.19,0.29,0.6,0.369191897,0.15,0.830538367,367.9536423,2.750346467,0.33,3.03030303,21.45245445,12.35
4698,800,0.18,0.28,0.6,0.357407369,0.15,0.826178149,236.2257273,4.284038033,0.33,3.03030303,82.16881493,74.82
4699,800,0.11,0.22,0.6,0.265971811,0.15,0.796825827,169.5465669,5.968861645,0.33,3.03030303,224.4845213,215.62
4700,1100,0.18,0.27,0.6,0.357407369,0.15,0.821683497,323.043311,3.132706871,0.33,3.03030303,31.82637316,26.78
4701,800,0.2,0.29,0.6,0.380730788,0.15,0.830538367,252.9692214,4.000486677,0.33,3.03030303,66.7704539,58.34
4702,1100,0.18,0.2,0.6,0.357407369,0.15,0.78551503,308.8237467,3.276950075,0.33,3.03030303,36.4778953,35.83
4703,1100,0.1,0.22,0.6,0.251188643,0.15,0.796825827,220.1689581,4.59646995,0.33,3.03030303,101.7060395,99.93
4704,900,0.16,0.24,0.6,0.333021283,0.15,0.807293929,241.9614538,4.182484375,0.33,3.03030303,76.40720703,72.42
4705,800,0.16,0.29,0.6,0.333021283,0.15,0.830538367,221.269562,4.573606919,0.33,3.03030303,100.180767,99.7
4706,800,0.13,0.19,0.6,0.294012647,0.15,0.779494473,183.3449864,5.51964916,0.33,3.03030303,177.0991953,172.33
4707,1100,0.11,0.25,0.6,0.265971811,0.15,0.812252396,237.6398653,4.258544747,0.33,3.03030303,80.69602949,76.95
4708,900,0.1,0.29,0.6,0.251188643,0.15,0.830538367,187.759625,5.389870161,0.33,3.03030303,164.7797917,164.22
4709,900,0.11,0.3,0.6,0.265971811,0.15,0.834772605,199.8233837,5.064472343,0.33,3.03030303,136.4432742,130.29
4710,1200,0.13,0.21,0.6,0.294012647,0.15,0.791284929,279.1773314,3.624936147,0.33,3.03030303,49.52786171,43.72
4711,1100,0.14,0.27,0.6,0.30738086,0.15,0.821683497,277.8267581,3.642557711,0.33,3.03030303,50.26105963,46.31
4712,700,0.11,0.27,0.6,0.265971811,0.15,0.821683497,152.9812537,6.615189609,0.33,3.03030303,306.5432859,297.68
